JbGkU,orRIx
Resort xuất sắc,"Gia đình chúng tôi ở tại khách sạn này vào dịp lễ 1.5, điều không hài lòng đầu tiên là mãi tới gần 15h chúng tôi mới được nhận phòng, và ngồi đợi ở lobby trong điều kiện thời tiết khá nóng, sau đó mọi việc cũng ổn thoả, chúng tôi nhận được thư xin lỗi của người quản lý cùng với đề nghị giảm giá khi sử dụng các dịch vụ trong resort, phòng đẹp, sang trọng với các trang thiết bị chất lượng cao, từ ban công hoặc trong phòng tắm cũng đều nhìn thấy view biển rất đẹp, nhà hàng ăn sáng trang trí ấn tượng với nhiều món ăn Âu, Á ngon miệng, nhân viên thân thiện chu đáo và luôn nở nụ cười ""xin chào"", vào buổi trưa thì nhà hàng khu vực gần biển lại khá nóng, hồ bơi dành cho người lớn phải leo nhiều bậc thang - điều này không phù hợp với một người bệnh Disc herniation như tôi, tôi đánh giá cao chất lượng của resort này cũng như cách làm việc của nhân viên và sử lý tình huống tốt của người quản lý, cá nhân tôi sẽ không quay lại, nhưng con tôi lại rất thích ở tại resort này, và con tôi sẽ là người quyết định đặt phòng tiếp vào lần tới"
Kỳ nghỉ đáng nhớ,"Rất hoàn hảo cho một kỳ nghỉ cho gia đình và bạn bè,cảnh quan quá đẹp,không khí trong lành,nhân viên thân thiện,thức ăn phong phú,rất nhiều khỉ tạo cho khách ở có cảm nhận gần gũi với thiên nhiên hoang dã."
Resort đẳng cấp tuyệt vời nhất gia đình mình từng trải nghiệm,"Gia đình mình có trải nghiệm tại Intercontinental với penthouse tại tầng Heaven và thật sự bị choáng ngợp, lôi cuốn với chất lượng dịch vụ ở đây1/ Xe đưa đón riêng từ sân bay về resort rất tiện nghi hoành tráng2/ Quản gia riêng chăm sóc gia đình nhiệt tình chuyên nghiệp3/ Phong cảnh quá đẹp quá nên thơ khi view từ trên tầng cao nhất Heaven xuống và bất cứ một góc nhỏ nào của resort cũng là thiên đường4/ Dịch vụ dành riêng cho khách phòng VIP như ưu tiên đặt bàn view đẹp tại các nhà hàng, gia đình mình được săn sóc tận răng với cảm giác được làm Thượng đế thực sự.5/ Đồ ăn khá ngon tuy không có nhiều hải sản nhưng bù lại buffet sáng chủ nhật thật sự là bữa tiệc ngon nhất phong phú nhất mà không thể bỏ qua.6/ Các phòng spa xây trong rừng riêng biệt từng nhà chòi lung linh như cung điện nhỏ với các chuyên viên spa xinh đẹp niềm nở.7/ Dịch vụ tốt đến mức nửa đêm mình gọi 1 tô phở bò về phòng có đặc biệt yêu cầu bếp cho nhiều hành thì khi bát phở được bê đến phòng không nhiều hành cho lắm, đích thân quản lý gọi điện và gửi tặng 1 chai rượu tây đắt tiền để xin lỗi gia đình mình vì thiếu sót "" bếp tạm hết hành nên bát phở không được nhiều hành như quý khách yêu cầu "".Tóm lại có điều kiện thì nên tiêu tiền và trải nghiệm tại Intercontinental Đà Nẵng vì bạn sẽ không phải hối tiếc"
Tốt,"Dịch vụ tốt,thiếu xe bus từ sân bay về resort và chiều ngược lại.Còn lại từ dịch vụ đến nhà hàng đều tốt.Phía trong phòng khách sạn tiện nghi tốt,view đẹp,có cả khỉ vào ban công đòi quà.Có xe điện đón đưa nhân viên thân thiện."
nơi nghỉ tuyệt vời,"Tôi thấy vị trí reort rất đẹp, phòng ở trang trí hợp lý, nhận viên phục vụ tốt, đồ ăn và đồ uống rất ngon, mọi dịch vụ ở dây giá cả phù hợp, bờ biển sạch sẽ an toàn, đây là chỗ nghỉ lý tưởng và tôi thấy đẹp nhất việt nam"
Resort số 1 Việt Nam,"Nếu bạn là người thích nghỉ dưỡng ở 1 nơi sang trọng thì ko nên bỏ qua Intercontinental Danang, xứng đáng là resort số 1 việt nam.. Nội thất cao cấp sang trọng, nhân viên thân thiện, kiến trúc rất nghệ thuật, đồ ăn rất ngon.. Đặc biệt có nhà hàng La Maison 1888 là 1 trong những nhà hàng dc xếp hạng tốt nhất thế giới với đầu bếp 3 sao danh tiếng thế giới, hiện tại là Pierre Gagnaire và trước kia là Michel Roux. Mọi thứ đều hoàn hảo với không gian rất thiên nhiên. Chúng ta có thể thấy rất nhiều khỉ trong resort và chúng rất thân thiện. Lưu ý: nên đóng cửa phòng bancony khi ko có ở trong phòng vì khỉ sẽ rất dễ đột nhập vào để tìm trái cây và điều đó có thể sẽ làm phiền bạn nếu chẳng may chúng có nghịch đồ dùng của bạn."
Tuyệt vời,"1 nơi tuyệt vời để nghỉ dưỡng, tiện nghi đầy đủ, giường nằm rất sướng - êm mà ko bị đau lưng, chỉ muốn nằm mãi thôi, phong cảnh đẹp vô cùng, phục vụ chu đáo. Tôi sẽ quay lại đây nghỉ dưỡng nhiều lần nữa"
Tuyệt vời,"Thiết kế rất đẹp và sang trọng, được thiết kế bởi kiến trúc sư hàng đầu thế giới. Nằm trên khu bãi bắc riêng biệt ở bán đảo Sơn Trà nên khu resort này có không gian rất riêng tư. Các khu phụ trợ cũng có thiết kế đẹp và đẳng cấp: nhà hàng La Maison, Citron, Long bar. Nhân viên thân thiện và niềm nở, có xe burgy đi lại nên thuận tiện. Cách trung tâm 16km nhưng là địa điểm tuyệt vời cho những ai muốn có một nơi lảng mạn và thư giản."
Đánh giá sau chuyến nghĩ dưỡng tại  Khu Resort tuyệt vời,"- Đội ngũ nhân viên chuyên nghiệp - nhiệt tình - thân thiện. Đến và đi với cảm giác như đang được gặp những người thân quen cũ, niềm nỡ và gần gũi.- Không gian thiết kế tuyệt đẹp, môi trường trong lòng, gần gũi với thiên nhiên, mọi vật sạch sẽ, bố trí hợp lý.-"
Thật tuyệt vời!,"Chỉ 1 ngày ở lại nhưng kỳ nghỉ đã để lại trong chúng tôi  nhiều ấn tượng đẹp.Từ cảnh quan đến phòng ở,bãi biển,ẩm thực,cung cách phục vụ...Chúng tôi rất hài lòng.Chỉ tiếc là chúng tôi không có điều kiện để ở lại nhiều hơn.Hy vọng sẽ có 1 kỳ nghỉ lần sau.Nếu được lựa chọn chúng tôi sẽ chọn bạn InterContinental Danang!"
Resort xuất sắc,"Gia đình chúng tôi ở tại khách sạn này vào dịp lễ 1.5, điều không hài lòng đầu tiên là mãi tới gần 15h chúng tôi mới được nhận phòng, và ngồi đợi ở lobby trong điều kiện thời tiết khá nóng, sau đó mọi việc cũng ổn thoả, chúng tôi nhận được thư xin lỗi của người quản lý cùng với đề nghị giảm giá khi sử dụng các dịch vụ trong resort, phòng đẹp, sang trọng với các trang thiết bị chất lượng cao, từ ban công hoặc trong phòng tắm cũng đều nhìn thấy view biển rất đẹp, nhà hàng ăn sáng trang trí ấn tượng với nhiều món ăn Âu, Á ngon miệng, nhân viên thân thiện chu đáo và luôn nở nụ cười ""xin chào"", vào buổi trưa thì nhà hàng khu vực gần biển lại khá nóng, hồ bơi dành cho người lớn phải leo nhiều bậc thang - điều này không phù hợp với một người bệnh Disc herniation như tôi, tôi đánh giá cao chất lượng của resort này cũng như cách làm việc của nhân viên và sử lý tình huống tốt của người quản lý, cá nhân tôi sẽ không quay lại, nhưng con tôi lại rất thích ở tại resort này, và con tôi sẽ là người quyết định đặt phòng tiếp vào lần tới"
Kỳ nghỉ đáng nhớ,"Rất hoàn hảo cho một kỳ nghỉ cho gia đình và bạn bè,cảnh quan quá đẹp,không khí trong lành,nhân viên thân thiện,thức ăn phong phú,rất nhiều khỉ tạo cho khách ở có cảm nhận gần gũi với thiên nhiên hoang dã."
Resort đẳng cấp tuyệt vời nhất gia đình mình từng trải nghiệm,"Gia đình mình có trải nghiệm tại Intercontinental với penthouse tại tầng Heaven và thật sự bị choáng ngợp, lôi cuốn với chất lượng dịch vụ ở đây1/ Xe đưa đón riêng từ sân bay về resort rất tiện nghi hoành tráng2/ Quản gia riêng chăm sóc gia đình nhiệt tình chuyên nghiệp3/ Phong cảnh quá đẹp quá nên thơ khi view từ trên tầng cao nhất Heaven xuống và bất cứ một góc nhỏ nào của resort cũng là thiên đường4/ Dịch vụ dành riêng cho khách phòng VIP như ưu tiên đặt bàn view đẹp tại các nhà hàng, gia đình mình được săn sóc tận răng với cảm giác được làm Thượng đế thực sự.5/ Đồ ăn khá ngon tuy không có nhiều hải sản nhưng bù lại buffet sáng chủ nhật thật sự là bữa tiệc ngon nhất phong phú nhất mà không thể bỏ qua.6/ Các phòng spa xây trong rừng riêng biệt từng nhà chòi lung linh như cung điện nhỏ với các chuyên viên spa xinh đẹp niềm nở.7/ Dịch vụ tốt đến mức nửa đêm mình gọi 1 tô phở bò về phòng có đặc biệt yêu cầu bếp cho nhiều hành thì khi bát phở được bê đến phòng không nhiều hành cho lắm, đích thân quản lý gọi điện và gửi tặng 1 chai rượu tây đắt tiền để xin lỗi gia đình mình vì thiếu sót "" bếp tạm hết hành nên bát phở không được nhiều hành như quý khách yêu cầu "".Tóm lại có điều kiện thì nên tiêu tiền và trải nghiệm tại Intercontinental Đà Nẵng vì bạn sẽ không phải hối tiếc"
Tốt,"Dịch vụ tốt,thiếu xe bus từ sân bay về resort và chiều ngược lại.Còn lại từ dịch vụ đến nhà hàng đều tốt.Phía trong phòng khách sạn tiện nghi tốt,view đẹp,có cả khỉ vào ban công đòi quà.Có xe điện đón đưa nhân viên thân thiện."
nơi nghỉ tuyệt vời,"Tôi thấy vị trí reort rất đẹp, phòng ở trang trí hợp lý, nhận viên phục vụ tốt, đồ ăn và đồ uống rất ngon, mọi dịch vụ ở dây giá cả phù hợp, bờ biển sạch sẽ an toàn, đây là chỗ nghỉ lý tưởng và tôi thấy đẹp nhất việt nam"
Resort số 1 Việt Nam,"Nếu bạn là người thích nghỉ dưỡng ở 1 nơi sang trọng thì ko nên bỏ qua Intercontinental Danang, xứng đáng là resort số 1 việt nam.. Nội thất cao cấp sang trọng, nhân viên thân thiện, kiến trúc rất nghệ thuật, đồ ăn rất ngon.. Đặc biệt có nhà hàng La Maison 1888 là 1 trong những nhà hàng dc xếp hạng tốt nhất thế giới với đầu bếp 3 sao danh tiếng thế giới, hiện tại là Pierre Gagnaire và trước kia là Michel Roux. Mọi thứ đều hoàn hảo với không gian rất thiên nhiên. Chúng ta có thể thấy rất nhiều khỉ trong resort và chúng rất thân thiện. Lưu ý: nên đóng cửa phòng bancony khi ko có ở trong phòng vì khỉ sẽ rất dễ đột nhập vào để tìm trái cây và điều đó có thể sẽ làm phiền bạn nếu chẳng may chúng có nghịch đồ dùng của bạn."
Tuyệt vời,"1 nơi tuyệt vời để nghỉ dưỡng, tiện nghi đầy đủ, giường nằm rất sướng - êm mà ko bị đau lưng, chỉ muốn nằm mãi thôi, phong cảnh đẹp vô cùng, phục vụ chu đáo. Tôi sẽ quay lại đây nghỉ dưỡng nhiều lần nữa"
Tuyệt vời,"Thiết kế rất đẹp và sang trọng, được thiết kế bởi kiến trúc sư hàng đầu thế giới. Nằm trên khu bãi bắc riêng biệt ở bán đảo Sơn Trà nên khu resort này có không gian rất riêng tư. Các khu phụ trợ cũng có thiết kế đẹp và đẳng cấp: nhà hàng La Maison, Citron, Long bar. Nhân viên thân thiện và niềm nở, có xe burgy đi lại nên thuận tiện. Cách trung tâm 16km nhưng là địa điểm tuyệt vời cho những ai muốn có một nơi lảng mạn và thư giản."
Đánh giá sau chuyến nghĩ dưỡng tại  Khu Resort tuyệt vời,"- Đội ngũ nhân viên chuyên nghiệp - nhiệt tình - thân thiện. Đến và đi với cảm giác như đang được gặp những người thân quen cũ, niềm nỡ và gần gũi.- Không gian thiết kế tuyệt đẹp, môi trường trong lòng, gần gũi với thiên nhiên, mọi vật sạch sẽ, bố trí hợp lý.-"
,
thư thái và hạnh phúc,"Toi đã có cơ hội được nghỉ tại Intercontinental Đà Nẵng- 1 nơi tuyệt đẹp, cho dù có đến rất nhiều lần tôi vẫn luôn thấy nó như vậy. Lưu lại với tâm trạng thật thư thái, thoải mái. Nhân viên ở đây rất lịch sự, thân thiện và nhiệt tình hơn hắn những nơi khác, luôn là vậy. Đồ ăn ở nhà hàng Citron rất ngon, dịch vụ tại phòng cũng rất tuyệt. Các bạn bell man, lê tân rất nhiệt tình và thân thiện. Tôi đa được giúp đỡ rất nhiều từ các bạn.Tôi sẽ quay trở lại trong thời gian sớm nhất"
Chuyến đi không thể quên,Chuyến đi của tôi vô cùng thú vị. Dịch vụ tuyệt vời các bạn nhân viên tận tình. Tôi có tổ chức buổi tiệc lãng mạn dành cho 2 người và bạn Gia Hòa bộ phận IrD là người chuẩn bị cho tôi tất cả việc phục vụ buổi tiệc tuyệt vời ấy. Cảm ơn bạn Gia Hòa đã giúp tôi có buổi tiệc đáng nhớ và bạn đã cho chúng tôi một buổi tối ấm cúng đúng nghĩa tại một resort cao cấp này.
Trên cả tuyệt vời,"Tôi đã có 1 kỳ nghỉ trên cả tuyệt vời cùng gia đình tại InterContinental Đà NẵngĐầu tiên là vị trí của khu nghỉ dưỡng nằm ở bán đảo Sơn trà, tách biệt hẳn với không khí ồn ào của TP Đà Nẵng. Buổi đêm nếu mở cửa chỉ nghe thấy tiếng rì rào của sóng biển, âm thanh mà bạn không thể cảm nhận ở các thành phố lớn. Resort nằm giữa rừng sát biển nên không khi rất trong lành và tươi mát, đường nội bộ ẩn mình dưới tán lá nên đi bộ cùng gia đình là 1 cảm giác thư thái khác lạ, nhất là trên đường đi bạn có thể bắt gặp các động vật đễ thương như sóc, khỉ.... (nếu không thích đi bộ bạn có thể đi bằng xe điện). Cơ sở vật chất ở đây thì không thể chê được gì, mọi chi tiết nhỏ đều được chăm sóc tỉ mỉ và mục đích chính là làm hài lòng tối đa người sử dụng. Nội thất thì hoàn toàn khác biệt so với các khu nghỉ dưỡng 5 sao khác mà tôi đã từng có dịp trải nghiệm, có thể nói ngắn gọn là nội thất ở đây hơn hẳn về đẳng cấp so với các resort 5 sao khác: sang trọng, ấn tượng. Tôi đã thật sự  ngạc nhiên và cảm thấy rất thú vị khi biết sàn phòng tắm và toilet ở đây được lát bằng gỗ tự nhiên. Ban công riêng thì rộng bằng  1căn phòng tiêu chuẩn ở các khách sạn khác và đương nhiên là đều hướng biển, view rừng và biển làm bạn có cảm giác đúng như tên gọi của khu tôi ở: Heaven. Bể bơi vô cực và khu tập gym nằm giữa rừng dừa sát biển (cây nào cũng có nhiều quả) tạo nên cảm giác như bạn đang bơi ở Hawaii. Nhân viên phục vụ ở đây thì vô cùng lễ phép và thân thiện, bất cứ lúc nào gặp họ cũng chào bạn và hỏi có giúp được gì bạn không hay bạn có cần gì không ? từ lễ tân, trên đường, tại phòng nghỉ, nhà hàng hay bể bơi, bờ biển đều vậy cả. đồ ăn rất ngon, tôi đã từng ăn phở ở khắp các vùng miền của Việt Nam, nhưng bây giờ ai hỏi tôi phở ở đâu ngon nhất thì câu trả lời là phở ở InterContinential Đà Nẵng, lý do là phở ở đây ngon thật, nước đậm đà và quan trong nhất là thái độ, hành vi của nhân viên phục vụ. khi nhân viên bếp gặn nước ở nồi nước phở, tôi có cảm nhận rằng bạn ấy đang bế 1 đứa bé, tức là nó được làm 1 cách hết sức cẩn trọng và tỉ mỉ. nhà hàng ở đây có thiết kế hết sức là ấn tượng, có các ban công nhô ra phía ngoài biển, mỗi ban công hình cái nón ngửa có thể ngồi được 1 gia đình hoặc 1 nhóm bạn bè 5 đến 10 người, điều đặc biệt là các ban công này không có chân mà được thiết kế lơ lửng trên 1 bể nước và view thì không thể đẹp hơn: nhìn thằng ra biển và núi sơn trà.  bạn có thể ngồi đây hàng giờ ăn uống mà không biết chán. tuy nhiên chỉ có 5 hay 6 ban công như vậy mà ai cũng muốn ra đó"
